"","X","Initials","Treatment","Replicate","Generation","Cohort","Sex","Individual","Trait","Area","Mean","Min","Max","Angle","Length","scale","scale_mm","length_mm","Cohort0","length_um"
"191",191,"AW","NT","2","35",2,"M",11,"L",92,92.139,39.088,127.352,0.63,91.005,1.86e-06,0.00186,0.1692693,1,169.2693
"192",192,"AW","NT","2","35",2,"M",12,"L",90,88.417,51.079,131.9,-128.157,89.022,1.86e-06,0.00186,0.16558092,1,165.58092
"193",193,"AW","NT","2","35",2,"M",13,"L",92,86.177,39.641,121.603,15.255,91.214,1.86e-06,0.00186,0.16965804,1,169.65804
"194",194,"AW","NT","2","35",2,"M",14,"L",99,98.895,52.571,130.204,-5.247,98.412,1.86e-06,0.00186,0.18304632,1,183.04632
"195",195,"AW","NT","2","35",2,"M",15,"L",103,93.799,72.663,124.675,9.002,102.259,1.86e-06,0.00186,0.19020174,1,190.20174
"196",196,"AW","NT","2","35",2,"M",16,"L",103,83.405,49.902,133.1,-156.949,102.157,1.86e-06,0.00186,0.19001202,1,190.01202
"197",197,"AW","NT","2","35",2,"M",17,"L",81,80.933,38.2,109.2,92.862,80.1,1.86e-06,0.00186,0.148986,1,148.986
"198",198,"AW","NT","2","35",2,"M",18,"L",99,105.234,65.857,142.071,-94.086,98.25,1.86e-06,0.00186,0.182745,1,182.745
"199",199,"AW","NT","2","35",2,"M",19,"L",91,76.036,40,112.166,35.096,90.443,1.86e-06,0.00186,0.16822398,1,168.22398
"200",200,"AW","NT","2","35",2,"M",20,"L",93,99.956,57.957,137.913,-93.111,92.136,1.86e-06,0.00186,0.17137296,1,171.37296
"201",201,"AW","NT","2","35",3,"F",1,"L",91,126.473,88,154.4,69.744,89.538,1.86e-06,0.00186,0.16654068,2,166.54068
"202",202,"AW","NT","2","35",3,"F",2,"L",90,121.426,85.555,150.745,-82.235,88.814,1.86e-06,0.00186,0.16519404,2,165.19404
"203",203,"AW","NT","2","35",3,"F",3,"L",88,119.027,77,144.113,126.607,87.201,1.86e-06,0.00186,0.16219386,2,162.19386
"204",204,"AW","NT","2","35",3,"F",4,"L",88,128.201,107,145.968,111.557,87.092,1.86e-06,0.00186,0.16199112,2,161.99112
"205",205,"AW","NT","2","35",3,"F",5,"L",81,113.711,89.781,140.562,-61.504,79.649,1.86e-06,0.00186,0.14814714,2,148.14714
"206",206,"AW","NT","2","35",3,"F",6,"L",89,118.616,88.842,151.124,-55.592,88.482,1.86e-06,0.00186,0.16457652,2,164.57652
"207",207,"AW","NT","2","35",3,"F",7,"L",83,122.519,103.603,149.725,-129.536,81.688,1.86e-06,0.00186,0.15193968,2,151.93968
"208",208,"AW","NT","2","35",3,"F",8,"L",99,122.964,79.714,153.317,-13.039,97.514,1.86e-06,0.00186,0.18137604,2,181.37604
"209",209,"AW","NT","2","35",3,"F",9,"L",80,138.736,96,158.535,63.759,79.158,1.86e-06,0.00186,0.14723388,2,147.23388
"210",210,"AW","NT","2","35",3,"F",10,"L",91,119.381,90.418,141.44,-158.552,90.25,1.86e-06,0.00186,0.167865,2,167.865
"211",211,"AW","NT","2","35",3,"F",11,"L",83,123.146,96.018,152.162,41.055,82.219,1.86e-06,0.00186,0.15292734,2,152.92734
"212",212,"AW","NT","2","35",3,"F",12,"L",91,117.203,94.074,143.2,-73.791,89.56,1.86e-06,0.00186,0.1665816,2,166.5816
"213",213,"AW","NT","2","35",3,"F",13,"L",79,107.193,79.538,132.944,-124.095,78.492,1.86e-06,0.00186,0.14599512,2,145.99512
"214",214,"AW","NT","2","35",3,"F",14,"L",84,130.607,98,148.53,-0.69,83.006,1.86e-06,0.00186,0.15439116,2,154.39116
"215",215,"AW","NT","2","35",3,"F",15,"L",91,116.758,85,138.778,-42.745,89.872,1.86e-06,0.00186,0.16716192,2,167.16192
"216",216,"AW","NT","2","35",3,"F",16,"L",88,122.586,90.517,149.517,3.289,87.144,1.86e-06,0.00186,0.16208784,2,162.08784
"217",217,"AW","NT","2","35",3,"F",17,"L",87,114.328,84.153,144.28,-77.255,86.122,1.86e-06,0.00186,0.16018692,2,160.18692
"218",218,"AW","NT","2","35",3,"F",18,"L",80,140.366,111.995,152.079,-38.32,79.025,1.86e-06,0.00186,0.1469865,2,146.9865
"219",219,"AW","NT","2","35",3,"F",19,"L",88,136.809,102.656,164.407,-166.759,87.321,1.86e-06,0.00186,0.16241706,2,162.41706
"220",220,"AW","NT","2","35",3,"F",20,"L",92,117.605,97.209,147.022,9.462,91.241,1.86e-06,0.00186,0.16970826,2,169.70826
"221",221,"AW","NT","2","35",3,"M",1,"L",96,104.867,53.168,144.378,-31.686,95.189,1.86e-06,0.00186,0.17705154,2,177.05154
"222",222,"AW","NT","2","35",3,"M",2,"L",89,119.778,97.909,155.341,-88.047,88.051,1.86e-06,0.00186,0.16377486,2,163.77486
"223",223,"AW","NT","2","35",3,"M",3,"L",82,107.959,79.802,140,-87.173,81.099,1.86e-06,0.00186,0.15084414,2,150.84414
"224",224,"AW","NT","2","35",3,"M",4,"L",79,115.673,44.601,163,-55.491,77.666,1.86e-06,0.00186,0.14445876,2,144.45876
"225",225,"AW","NT","2","35",3,"M",5,"L",82,107.092,48.885,152.457,17.987,80.957,1.86e-06,0.00186,0.15058002,2,150.58002
"226",226,"AW","NT","2","35",3,"M",6,"L",91,81.821,30.16,117.185,172.321,89.805,1.86e-06,0.00186,0.1670373,2,167.0373
"227",227,"AW","NT","2","35",3,"M",7,"L",83,107.475,69.179,129.885,157.166,82.462,1.86e-06,0.00186,0.15337932,2,153.37932
"228",228,"AW","NT","2","35",3,"M",8,"L",79,118.545,92.641,166,41.878,77.897,1.86e-06,0.00186,0.14488842,2,144.88842
"229",229,"AW","NT","2","35",3,"M",9,"L",82,124.05,91,152.531,-110.886,81.345,1.86e-06,0.00186,0.1513017,2,151.3017
"230",230,"AW","NT","2","35",3,"M",10,"L",80,100.58,69.873,139.451,-81.973,78.772,1.86e-06,0.00186,0.14651592,2,146.51592
"231",231,"AW","NT","2","35",3,"M",11,"L",79,111.235,56.162,158.846,138.122,77.897,1.86e-06,0.00186,0.14488842,2,144.88842
"232",232,"AW","NT","2","35",3,"M",12,"L",75,120.586,66.671,160.784,-27.255,74.243,1.86e-06,0.00186,0.13809198,2,138.09198
"233",233,"AW","NT","2","35",3,"M",13,"L",83,93.8,58.108,132.181,-23.749,81.939,1.86e-06,0.00186,0.15240654,2,152.40654
"234",234,"AW","NT","2","35",3,"M",14,"L",88,110.613,50.617,152.704,14.676,86.833,1.86e-06,0.00186,0.16150938,2,161.50938
"235",235,"AW","NT","2","35",3,"M",15,"L",79,112.41,68,159.821,-59.797,77.524,1.86e-06,0.00186,0.14419464,2,144.19464
"236",236,"AW","NT","2","35",3,"M",16,"L",89,105.564,61.76,155.744,-43.152,87.727,1.86e-06,0.00186,0.16317222,2,163.17222
"237",237,"AW","NT","2","35",3,"M",17,"L",87,110.653,51.91,165.327,-166.608,86.348,1.86e-06,0.00186,0.16060728,2,160.60728
"238",238,"AW","NT","2","35",3,"M",18,"L",89,115.354,81.877,156.571,-117.728,88.119,1.48e-06,0.00148,0.13041612,2,130.41612
"239",239,"AW","NT","2","35",3,"M",19,"L",82,104.961,73.469,130.483,-97.125,80.623,1.86e-06,0.00186,0.14995878,2,149.95878
"240",240,"AW","NT","2","35",3,"M",20,"L",89,102.822,41.711,149.75,-98.499,87.966,1.86e-06,0.00186,0.16361676,2,163.61676
"241",241,"AW","NT","3","35",1,"F",1,"L",111,110.698,74.919,136.05,38.741,110.259,1.86e-06,0.00186,0.20508174,0,205.08174
"242",242,"AW","NT","3","35",1,"F",2,"L",105,109.84,72,136.538,-85.601,104.307,1.86e-06,0.00186,0.19401102,0,194.01102
"243",243,"AW","NT","3","35",1,"F",3,"L",123,119.255,87.134,145.974,-20.666,121.84,1.86e-06,0.00186,0.2266224,0,226.6224
"244",244,"AW","NT","3","35",1,"F",4,"L",113,115.687,91.184,150.816,-137.175,111.803,1.86e-06,0.00186,0.20795358,0,207.95358
"245",245,"AW","NT","3","35",1,"F",5,"L",116,124.175,88.874,150.891,-130.061,114.978,1.86e-06,0.00186,0.21385908,0,213.85908
"246",246,"AW","NT","3","35",1,"F",6,"L",109,118.264,81.963,137.221,-151.305,108.301,1.86e-06,0.00186,0.20143986,0,201.43986
"247",247,"AW","NT","3","35",1,"F",7,"L",101,99.161,77.6,135.052,-26.053,100.18,1.86e-06,0.00186,0.1863348,0,186.3348
"248",248,"AW","NT","3","35",1,"F",8,"L",109,117.447,81.222,147.357,-21.801,107.703,1.86e-06,0.00186,0.20032758,0,200.32758
"249",249,"AW","NT","3","35",1,"F",9,"L",112,96.947,70.517,134.737,-79.095,111.005,1.86e-06,0.00186,0.2064693,0,206.4693
"250",250,"AW","NT","3","35",1,"F",10,"L",107,108.39,76.432,139.04,-133.472,106.104,1.86e-06,0.00186,0.19735344,0,197.35344
"251",251,"AW","NT","3","35",1,"F",11,"L",107,108.626,81.026,135.829,-113.412,105.702,1.86e-06,0.00186,0.19660572,0,196.60572
"252",252,"AW","NT","3","35",1,"F",12,"L",100,108.312,75,137.545,16.422,99.04,1.86e-06,0.00186,0.1842144,0,184.2144
"253",253,"AW","NT","3","35",1,"F",13,"L",107,102.269,80,125.169,-137.291,106.151,1.86e-06,0.00186,0.19744086,0,197.44086
"254",254,"AW","NT","3","35",1,"F",14,"L",108,96.76,70.755,131.37,-140.673,107.299,1.86e-06,0.00186,0.19957614,0,199.57614
"255",255,"AW","NT","3","35",1,"F",15,"L",104,112.202,86.753,143.563,-133.431,103.276,1.86e-06,0.00186,0.19209336,0,192.09336
"256",256,"AW","NT","3","35",1,"F",16,"L",110,99.15,81,116.661,-113.268,108.853,1.86e-06,0.00186,0.20246658,0,202.46658
"257",257,"AW","NT","3","35",1,"F",17,"L",103,106.48,91,130.559,-25.051,101.553,1.86e-06,0.00186,0.18888858,0,188.88858
"258",258,"AW","NT","3","35",1,"F",18,"L",106,122.72,99.631,139.043,-57.068,104.848,1.86e-06,0.00186,0.19501728,0,195.01728
"259",259,"AW","NT","3","35",1,"F",19,"L",99,125.495,91.3,150.781,37.926,97.617,1.86e-06,0.00186,0.18156762,0,181.56762
"260",260,"AW","NT","3","35",1,"F",20,"L",108,110.321,88.271,138.12,-141.423,107.448,1.86e-06,0.00186,0.19985328,0,199.85328
"261",261,"AW","NT","3","35",1,"M",1,"L",104,107.129,74.704,141.146,-23.565,102.552,1.86e-06,0.00186,0.19074672,0,190.74672
"262",262,"AW","NT","3","35",1,"M",2,"L",101,107.845,51.24,149.126,-83.66,99.609,1.86e-06,0.00186,0.18527274,0,185.27274
"263",263,"AW","NT","3","35",1,"M",3,"L",94,95.511,67,129.714,-135.437,92.634,1.86e-06,0.00186,0.17229924,0,172.29924
"264",264,"AW","NT","3","35",1,"M",4,"L",103,94.564,69.971,113,-87.194,102.122,1.86e-06,0.00186,0.18994692,0,189.94692
"265",265,"AW","NT","3","35",1,"M",5,"L",92,87.86,70.343,110,-102.051,91.005,1.86e-06,0.00186,0.1692693,0,169.2693
"266",266,"AW","NT","3","35",1,"M",6,"L",87,98.298,47.001,133.171,-29.249,85.959,1.86e-06,0.00186,0.15988374,0,159.88374
"267",267,"AW","NT","3","35",1,"M",7,"L",97,100.676,59.333,126.625,-35.676,96.021,1.86e-06,0.00186,0.17859906,0,178.59906
"268",268,"AW","NT","3","35",1,"M",8,"L",102,108.171,64.01,152.361,-21.485,101.02,1.86e-06,0.00186,0.1878972,0,187.8972
"269",269,"AW","NT","3","35",1,"M",9,"L",102,72.621,43.075,102.97,-104.859,101.39,1.86e-06,0.00186,0.1885854,0,188.5854
"270",270,"AW","NT","3","35",1,"M",10,"L",106,100.055,52.898,174.304,144.335,104.623,1.86e-06,0.00186,0.19459878,0,194.59878
"271",271,"AW","NT","3","35",1,"M",11,"L",104,100.687,68.923,127.981,-7.263,102.825,1.86e-06,0.00186,0.1912545,0,191.2545
"272",272,"AW","NT","3","35",1,"M",12,"L",97,94.771,56.219,132.365,-126.989,96.4,1.86e-06,0.00186,0.179304,0,179.304
"273",273,"AW","NT","3","35",1,"M",13,"L",103,96.877,46.706,141.559,-84.958,102.396,1.86e-06,0.00186,0.19045656,0,190.45656
"274",274,"AW","NT","3","35",1,"M",14,"L",106,106.158,58.666,138.743,-77.943,105.323,1.86e-06,0.00186,0.19590078,0,195.90078
"275",275,"AW","NT","3","35",1,"M",15,"L",105,113.45,78,145.84,-27.553,103.769,1.86e-06,0.00186,0.19301034,0,193.01034
"276",276,"AW","NT","3","35",1,"M",16,"L",105,93.519,34.713,150.265,-129.946,104.35,1.86e-06,0.00186,0.194091,0,194.091
"277",277,"AW","NT","3","35",1,"M",17,"L",96,88.789,37.4,142.022,-24.944,94.847,1.86e-06,0.00186,0.17641542,0,176.41542
"278",278,"AW","NT","3","35",1,"M",18,"L",107,107.33,68.245,145.698,-176.76,106.17,1.86e-06,0.00186,0.1974762,0,197.4762
"279",279,"AW","NT","3","35",1,"M",19,"L",99,93.658,45.615,123.915,124.992,97.652,1.86e-06,0.00186,0.18163272,0,181.63272
"280",280,"AW","NT","3","35",1,"M",20,"L",100,75.06,39.408,120.512,-105.154,99.459,1.86e-06,0.00186,0.18499374,0,184.99374
"281",281,"AW","NT","3","35",2,"F",1,"L",99,103.101,74.306,139.071,2.921,98.127,1.86e-06,0.00186,0.18251622,1,182.51622
"282",282,"AW","NT","3","35",2,"F",2,"L",107,108.633,85,128.79,-18.778,105.622,1.86e-06,0.00186,0.19645692,1,196.45692
"283",283,"AW","NT","3","35",2,"F",3,"L",103,101.587,62.706,131.324,-95.042,102.396,1.86e-06,0.00186,0.19045656,1,190.45656
"284",284,"AW","NT","3","35",2,"F",4,"L",105,126.342,102,145.019,-178.348,104.043,1.86e-06,0.00186,0.19351998,1,193.51998
"285",285,"AW","NT","3","35",2,"F",5,"L",107,102.969,67.227,127.585,-67.797,105.849,1.86e-06,0.00186,0.19687914,1,196.87914
"286",286,"AW","NT","3","35",2,"F",6,"L",110,106.357,87.267,128.22,-101.619,109.238,1.86e-06,0.00186,0.20318268,1,203.18268
"287",287,"AW","NT","3","35",2,"F",7,"L",112,90.962,59.514,111.637,-6.226,110.653,1.86e-06,0.00186,0.20581458,1,205.81458
"288",288,"AW","NT","3","35",2,"F",8,"L",102,120.215,78.541,152.908,-113.273,101.237,1.86e-06,0.00186,0.18830082,1,188.30082
"289",289,"AW","NT","3","35",2,"F",9,"L",104,101.787,77,129.334,159.444,102.528,1.86e-06,0.00186,0.19070208,1,190.70208
"290",290,"AW","NT","3","35",2,"F",10,"L",107,110.447,83.511,130.242,-77.412,105.537,1.86e-06,0.00186,0.19629882,1,196.29882
"291",291,"AW","NT","3","35",2,"F",11,"L",104,101.864,71.068,127.359,-174.455,103.484,1.86e-06,0.00186,0.19248024,1,192.48024
"292",292,"AW","NT","3","35",2,"F",12,"L",107,108.51,88.264,140,-105.35,105.773,1.86e-06,0.00186,0.19673778,1,196.73778
"293",293,"AW","NT","3","35",2,"F",13,"L",108,103.016,75.667,138.712,-160.382,107.224,1.86e-06,0.00186,0.19943664,1,199.43664
"294",294,"AW","NT","3","35",2,"F",14,"L",105,101.767,72.349,116.808,-18.435,104.355,1.86e-06,0.00186,0.1941003,1,194.1003
"295",295,"AW","NT","3","35",2,"F",15,"L",108,118.803,79.196,145.495,-155.601,106.513,1.86e-06,0.00186,0.19811418,1,198.11418
"296",296,"AW","NT","3","35",2,"F",16,"L",105,102.925,79.746,144,-49.699,103.586,1.86e-06,0.00186,0.19266996,1,192.66996
"297",297,"AW","NT","3","35",2,"F",17,"L",114,100.441,75.508,115.797,-145.465,112.894,1.86e-06,0.00186,0.20998284,1,209.98284
"298",298,"AW","NT","3","35",2,"F",18,"L",105,94.431,67,114.817,-69.829,104.403,1.86e-06,0.00186,0.19418958,1,194.18958
"299",299,"AW","NT","3","35",2,"F",19,"L",113,115.446,88,141.612,-121.139,112.161,1.86e-06,0.00186,0.20861946,1,208.61946
"300",300,"AW","NT","3","35",2,"F",20,"L",99,104.941,79.595,124.108,-29.454,97.617,1.86e-06,0.00186,0.18156762,1,181.56762
"301",301,"AW","NT","3","35",2,"M",1,"L",105,87.01,35,126.452,-179.449,104.005,1.86e-06,0.00186,0.1934493,1,193.4493
"302",302,"AW","NT","3","35",2,"M",2,"L",98,93.404,43.215,135.515,-164.381,96.566,1.86e-06,0.00186,0.17961276,1,179.61276
"303",303,"AW","NT","3","35",2,"M",3,"L",99,77.228,38.166,116.778,-55.008,97.652,1.86e-06,0.00186,0.18163272,1,181.63272
"304",304,"AW","NT","3","35",2,"M",4,"L",103,97.486,52.667,147.765,-92.246,102.078,1.86e-06,0.00186,0.18986508,1,189.86508
"305",305,"AW","NT","3","35",2,"M",5,"L",96,91.272,64.231,122.779,-113.039,94.541,1.86e-06,0.00186,0.17584626,1,175.84626
"306",306,"AW","NT","3","35",2,"M",6,"L",99,89.366,35.25,144.983,-161.565,98.031,1.86e-06,0.00186,0.18233766,1,182.33766
"307",307,"AW","NT","3","35",2,"M",7,"L",100,88.721,47.521,133.515,-74.846,99.459,1.86e-06,0.00186,0.18499374,1,184.99374
"308",308,"AW","NT","3","35",2,"M",8,"L",101,88.488,48.755,117.087,-158.839,99.725,1.86e-06,0.00186,0.1854885,1,185.4885
"309",309,"AW","NT","3","35",2,"M",9,"L",100,90.167,60.717,123.357,-95.826,98.509,1.86e-06,0.00186,0.18322674,1,183.22674
"310",310,"AW","NT","3","35",2,"M",10,"L",107,112.138,63.515,157.678,146.16,105.948,1.86e-06,0.00186,0.19706328,1,197.06328
"311",311,"AW","NT","3","35",2,"M",11,"L",99,88.411,37.143,138.224,-2.337,98.082,1.86e-06,0.00186,0.18243252,1,182.43252
"312",312,"AW","NT","3","35",2,"M",12,"L",99,83.653,42.62,114.48,-45,97.581,1.86e-06,0.00186,0.18150066,1,181.50066
"313",313,"AW","NT","3","35",2,"M",13,"L",92,82.613,44,118.461,-116.003,91.236,1.86e-06,0.00186,0.16969896,1,169.69896
"314",314,"AW","NT","3","35",2,"M",14,"L",103,100.585,46.353,143.443,13.079,101.637,1.86e-06,0.00186,0.18904482,1,189.04482
"315",315,"AW","NT","3","35",2,"M",15,"L",100,79.846,43.035,111.814,-34.33,99.298,1.86e-06,0.00186,0.18469428,1,184.69428
"316",316,"AW","NT","3","35",2,"M",16,"L",99,104.297,62.843,130.748,-101.768,98.061,1.86e-06,0.00186,0.18239346,1,182.39346
"317",317,"AW","NT","3","35",2,"M",17,"L",103,93.262,52.392,127.432,-79.242,101.789,1.86e-06,0.00186,0.18932754,1,189.32754
"318",318,"AW","NT","3","35",2,"M",18,"L",93,108.986,57.69,145.974,-159.007,92.114,1.86e-06,0.00186,0.17133204,1,171.33204
"319",319,"AW","NT","3","35",2,"M",19,"L",94,96.808,48.272,147.676,-164.476,93.408,1.86e-06,0.00186,0.17373888,1,173.73888
"320",320,"AW","NT","3","35",2,"M",20,"L",101,79.241,49.28,122.266,-163.74,100,1.86e-06,0.00186,0.186,1,186
"321",321,"AW","NT","3","35",3,"F",1,"L",103,135.243,95.841,162.725,-55.376,102.078,1.86e-06,0.00186,0.18986508,2,189.86508
"322",322,"AW","NT","3","35",3,"F",2,"L",96,109.841,87.277,139.8,-112.805,95.462,1.86e-06,0.00186,0.17755932,2,177.55932
"323",323,"AW","NT","3","35",3,"F",3,"L",92,106.323,91.786,121.77,-74.745,91.214,1.86e-06,0.00186,0.16965804,2,169.65804
"324",324,"AW","NT","3","35",3,"F",4,"L",90,106.767,85.917,130.082,-108.435,88.544,1.86e-06,0.00186,0.16469184,2,164.69184
"325",325,"AW","NT","3","35",3,"F",5,"L",85,121.788,96,141,0,84,1.86e-06,0.00186,0.15624,2,156.24
"326",326,"AW","NT","3","35",3,"F",6,"L",105,92.685,72.654,109.615,-177.797,104.077,1.86e-06,0.00186,0.19358322,2,193.58322
"327",327,"AW","NT","3","35",3,"F",7,"L",103,135.812,92.834,165.11,23.051,102.157,1.86e-06,0.00186,0.19001202,2,190.01202
"328",328,"AW","NT","3","35",3,"F",8,"L",100,132.276,99.111,166.982,-27.597,99.298,1.86e-06,0.00186,0.18469428,2,184.69428
"329",329,"AW","NT","3","35",3,"F",9,"L",97,124.34,93,151.708,-52.651,95.603,1.86e-06,0.00186,0.17782158,2,177.82158
"330",330,"AW","NT","3","35",3,"F",10,"L",99,128.281,79.846,170,-27.35,97.949,1.86e-06,0.00186,0.18218514,2,182.18514
"331",331,"AW","NT","3","35",3,"F",11,"L",101,127.478,96.851,146.575,-80.819,100.285,1.86e-06,0.00186,0.1865301,2,186.5301
"332",332,"AW","NT","3","35",3,"F",12,"L",93,134.795,93.136,161.776,-117.121,92.13,1.86e-06,0.00186,0.1713618,2,171.3618
"333",333,"AW","NT","3","35",3,"F",13,"L",98,106.926,76.791,135.835,-114.444,96.664,1.86e-06,0.00186,0.17979504,2,179.79504
"334",334,"AW","NT","3","35",3,"F",14,"L",99,123.838,90.58,159.233,-55.008,97.652,1.86e-06,0.00186,0.18163272,2,181.63272
"335",335,"AW","NT","3","35",3,"F",15,"L",90,108.005,87.018,130.657,-135.909,89.107,1.86e-06,0.00186,0.16573902,2,165.73902
"336",336,"AW","NT","3","35",3,"F",16,"L",100,125.195,90.032,152.667,-73.578,99.04,1.86e-06,0.00186,0.1842144,2,184.2144
"337",337,"AW","NT","3","35",3,"F",17,"L",88,122.207,93.184,148.805,174.746,87.367,1.86e-06,0.00186,0.16250262,2,162.50262
"338",338,"AW","NT","3","35",3,"F",18,"L",99,135.507,95.837,163.018,-76.961,97.514,1.86e-06,0.00186,0.18137604,2,181.37604
"339",339,"AW","NT","3","35",3,"F",19,"L",91,118.306,88.093,151,-56.31,90.139,1.86e-06,0.00186,0.16765854,2,167.65854
"340",340,"AW","NT","3","35",3,"F",20,"L",98,123.519,104,151.6,125.331,96.835,1.86e-06,0.00186,0.1801131,2,180.1131
"341",341,"AW","NT","3","35",3,"M",1,"L",95,116.13,63.24,167.755,120.651,94.154,1.86e-06,0.00186,0.17512644,2,175.12644
"342",342,"AW","NT","3","35",3,"M",2,"L",87,84.445,47.73,146.794,-13.392,86.348,1.86e-06,0.00186,0.16060728,2,160.60728
"343",343,"AW","NT","3","35",3,"M",3,"L",85,106.212,75.597,131,-63.13,84.077,1.86e-06,0.00186,0.15638322,2,156.38322
"344",344,"AW","NT","3","35",3,"M",4,"L",92,113.279,58.901,156.586,-36.491,90.802,1.86e-06,0.00186,0.16889172,2,168.89172
"345",345,"AW","NT","3","35",3,"M",5,"L",85,91.071,45.343,137.429,-20.158,84.155,1.86e-06,0.00186,0.1565283,2,156.5283
"346",346,"AW","NT","3","35",3,"M",6,"L",85,95.139,45.156,136,12.381,83.952,1.86e-06,0.00186,0.15615072,2,156.15072
"347",347,"AW","NT","3","35",3,"M",7,"L",89,110.785,54.493,151.104,52.352,88.408,1.86e-06,0.00186,0.16443888,2,164.43888
"348",348,"AW","NT","3","35",3,"M",8,"L",92,105.637,76.758,136.307,-102.051,91.005,1.86e-06,0.00186,0.1692693,2,169.2693
"349",349,"AW","NT","3","35",3,"M",9,"L",93,98.388,74.485,120.565,164.908,92.179,1.86e-06,0.00186,0.17145294,2,171.45294
"350",350,"AW","NT","3","35",3,"M",10,"L",86,105.474,50.183,137.675,-9.462,85.159,1.86e-06,0.00186,0.15839574,2,158.39574
"351",351,"AW","NT","3","35",3,"M",11,"L",97,99.955,79.062,129.674,-81.027,96.177,1.86e-06,0.00186,0.17888922,2,178.88922
"352",352,"AW","NT","3","35",3,"M",12,"L",87,102.377,51.999,136.145,-51.132,86.052,1.86e-06,0.00186,0.16005672,2,160.05672
"353",353,"AW","NT","3","35",3,"M",13,"L",89,92.134,41.386,127.727,7.206,87.693,1.86e-06,0.00186,0.16310898,2,163.10898
"354",354,"AW","NT","3","35",3,"M",14,"L",99,101.921,53.214,147.926,-52.074,97.617,1.86e-06,0.00186,0.18156762,2,181.56762
"355",355,"AW","NT","3","35",3,"M",15,"L",94,99.399,60.796,142.498,-65.913,93.107,1.86e-06,0.00186,0.17317902,2,173.17902
"356",356,"AW","NT","3","35",3,"M",16,"L",86,105.547,81.518,136.497,-16.314,85.44,1.86e-06,0.00186,0.1589184,2,158.9184
"357",357,"AW","NT","3","35",3,"M",17,"L",88,100.391,63.916,129.275,-31.866,87.132,1.86e-06,0.00186,0.16206552,2,162.06552
"358",358,"AW","NT","3","35",3,"M",18,"L",93,99.096,57.13,145.006,167.471,92.195,1.86e-06,0.00186,0.1714827,2,171.4827
"359",359,"AW","NT","3","35",3,"M",19,"L",80,107.576,57,156.806,142.696,79.202,1.86e-06,0.00186,0.14731572,2,147.31572
"360",360,"AW","NT","3","35",3,"M",20,"L",91,99.912,75.08,130.034,125.981,90.211,1.86e-06,0.00186,0.16779246,2,167.79246
"361",361,"AW","NT","4","35",1,"F",1,"L",111,112.974,86.495,139.993,-95.763,109.554,1.86e-06,0.00186,0.20377044,0,203.77044
"362",362,"AW","NT","4","35",1,"F",2,"L",112,101.415,71.169,129.883,-98.785,111.306,1.86e-06,0.00186,0.20702916,0,207.02916
"363",363,"AW","NT","4","35",1,"F",3,"L",107,135.02,94.158,166.233,-63.194,106.438,1.86e-06,0.00186,0.19797468,0,197.97468
"364",364,"AW","NT","4","35",1,"F",4,"L",112,118.825,92.216,154.973,-102.529,110.635,1.86e-06,0.00186,0.2057811,0,205.7811
"365",365,"AW","NT","4","35",1,"F",5,"L",111,132.093,87.97,158.503,12.022,110.422,1.86e-06,0.00186,0.20538492,0,205.38492
"366",366,"AW","NT","4","35",1,"F",6,"L",116,116.865,86.217,144.757,-91.494,115.039,1.86e-06,0.00186,0.21397254,0,213.97254
"367",367,"AW","NT","4","35",1,"F",7,"L",115,126.729,104.251,162.517,-14.281,113.508,1.86e-06,0.00186,0.21112488,0,211.12488
"368",368,"AW","NT","4","35",1,"F",8,"L",112,105.422,79.865,124.053,-51.582,111.041,1.86e-06,0.00186,0.20653626,0,206.53626
"369",369,"AW","NT","4","35",1,"F",9,"L",105,121.754,67.97,148.438,-135.39,103.947,1.86e-06,0.00186,0.19334142,0,193.34142
"370",370,"AW","NT","4","35",1,"F",10,"L",112,113.222,71.081,140.515,-105.164,110.86,1.86e-06,0.00186,0.2061996,0,206.1996
"371",371,"AW","NT","4","35",1,"F",11,"L",105,103.748,80.577,129.734,-59.226,103.586,1.86e-06,0.00186,0.19266996,0,192.66996
"372",372,"AW","NT","4","35",1,"F",12,"L",115,114.471,85.594,136.276,-39.289,113.701,1.86e-06,0.00186,0.21148386,0,211.48386
